policy_id,demand_pattern,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,cost
194.0,0.0,229.0,293.0,242.0,252.0,268.0,57.0,40.0,28.0,93.0,31.0,124.0,27.0,19.0,15.0,418.2880000000002
195.0,0.0,214.0,285.0,238.0,268.0,279.0,56.0,40.0,28.0,93.0,30.0,119.0,28.0,19.0,15.0,423.8515000000001
196.0,0.0,212.0,296.0,248.0,267.0,271.0,56.0,39.0,28.0,97.0,31.0,120.0,27.0,19.0,15.0,438.3920000000003
197.0,0.0,228.0,278.0,233.0,253.0,272.0,55.0,38.0,28.0,96.0,30.0,123.0,27.0,19.0,15.0,439.90499999999963
198.0,0.0,212.0,292.0,243.0,258.0,274.0,54.0,38.0,28.0,90.0,32.0,122.0,27.0,19.0,15.0,431.87899999999996
199.0,0.0,223.0,273.0,229.0,252.0,276.0,56.0,40.0,27.0,98.0,32.0,119.0,28.0,19.0,15.0,403.8219999999999
200.0,0.0,220.0,275.0,231.0,266.0,278.0,56.0,38.0,28.0,92.0,32.0,121.0,27.0,19.0,15.0,421.7924999999998
201.0,0.0,221.0,275.0,231.0,250.0,291.0,55.0,39.0,27.0,94.0,30.0,119.0,27.0,19.0,15.0,430.02650000000017
202.0,0.0,224.0,279.0,240.0,250.0,275.0,53.0,39.0,27.0,98.0,30.0,122.0,27.0,19.0,15.0,437.1709999999998
203.0,0.0,225.0,280.0,234.0,267.0,277.0,55.0,39.0,27.0,92.0,30.0,124.0,28.0,19.0,15.0,426.52000000000015
204.0,0.0,212.0,274.0,247.0,254.0,290.0,53.0,39.0,27.0,90.0,31.0,124.0,27.0,19.0,15.0,431.44700000000046
205.0,0.0,228.0,280.0,230.0,262.0,277.0,54.0,39.0,27.0,98.0,30.0,123.0,27.0,19.0,15.0,431.0689999999998
206.0,0.0,212.0,286.0,246.0,259.0,286.0,54.0,40.0,28.0,93.0,32.0,118.0,28.0,19.0,15.0,418.72299999999996
207.0,0.0,218.0,286.0,248.0,254.0,276.0,53.0,40.0,28.0,96.0,32.0,120.0,28.0,19.0,15.0,476.5065
208.0,0.0,223.0,292.0,244.0,250.0,288.0,54.0,40.0,28.0,90.0,31.0,117.0,27.0,19.0,15.0,451.4684999999998
209.0,0.0,225.0,273.0,244.0,267.0,269.0,55.0,40.0,28.0,94.0,32.0,119.0,28.0,19.0,15.0,424.74900000000014
210.0,0.0,223.0,291.0,242.0,263.0,282.0,57.0,39.0,28.0,90.0,32.0,125.0,27.0,19.0,15.0,450.81599999999963
211.0,0.0,214.0,289.0,232.0,271.0,292.0,56.0,40.0,27.0,95.0,31.0,120.0,28.0,19.0,15.0,423.3235000000001
212.0,0.0,228.0,277.0,241.0,254.0,269.0,56.0,39.0,27.0,92.0,32.0,117.0,28.0,19.0,15.0,412.90450000000004
213.0,0.0,230.0,288.0,237.0,249.0,276.0,57.0,40.0,28.0,91.0,32.0,121.0,27.0,19.0,15.0,401.10149999999993
214.0,0.0,216.0,282.0,247.0,265.0,267.0,54.0,40.0,27.0,98.0,31.0,117.0,27.0,19.0,15.0,412.56149999999997
215.0,0.0,212.0,280.0,243.0,267.0,281.0,54.0,38.0,28.0,91.0,32.0,126.0,27.0,19.0,15.0,435.0965
216.0,0.0,214.0,291.0,231.0,259.0,273.0,53.0,38.0,27.0,93.0,31.0,120.0,28.0,19.0,15.0,427.07000000000005
217.0,0.0,221.0,270.0,244.0,264.0,276.0,57.0,39.0,28.0,94.0,32.0,121.0,28.0,19.0,15.0,409.8599999999999
218.0,0.0,227.0,288.0,233.0,259.0,288.0,57.0,40.0,28.0,96.0,30.0,119.0,27.0,19.0,15.0,418.64250000000027
219.0,0.0,228.0,275.0,234.0,264.0,282.0,53.0,38.0,28.0,91.0,31.0,117.0,27.0,19.0,15.0,437.80050000000017
220.0,0.0,228.0,283.0,232.0,266.0,284.0,56.0,38.0,28.0,97.0,31.0,118.0,27.0,19.0,15.0,421.17900000000003
221.0,0.0,215.0,278.0,230.0,268.0,278.0,56.0,39.0,27.0,90.0,30.0,122.0,27.0,19.0,15.0,443.21699999999987
222.0,0.0,229.0,293.0,239.0,266.0,271.0,55.0,38.0,28.0,91.0,31.0,121.0,27.0,19.0,15.0,435.289
223.0,0.0,220.0,285.0,239.0,270.0,287.0,54.0,39.0,27.0,92.0,30.0,127.0,27.0,19.0,15.0,446.4045
224.0,0.0,215.0,276.0,241.0,253.0,284.0,53.0,40.0,28.0,96.0,30.0,125.0,28.0,19.0,15.0,464.89450000000005
225.0,0.0,213.0,274.0,239.0,262.0,288.0,54.0,40.0,28.0,98.0,31.0,124.0,28.0,19.0,15.0,418.43450000000007
226.0,0.0,210.0,289.0,236.0,255.0,287.0,57.0,39.0,28.0,95.0,32.0,120.0,27.0,19.0,15.0,448.095
227.0,0.0,225.0,280.0,238.0,255.0,291.0,55.0,39.0,28.0,91.0,31.0,118.0,28.0,19.0,15.0,442.6914999999998
228.0,0.0,211.0,291.0,247.0,253.0,280.0,53.0,38.0,28.0,90.0,31.0,120.0,27.0,19.0,15.0,428.1904999999998
229.0,0.0,225.0,274.0,245.0,266.0,282.0,55.0,39.0,28.0,98.0,30.0,126.0,27.0,19.0,15.0,456.0334999999999
230.0,0.0,220.0,278.0,245.0,265.0,275.0,54.0,39.0,28.0,97.0,32.0,122.0,27.0,19.0,15.0,421.0774999999997
231.0,0.0,216.0,288.0,230.0,265.0,286.0,57.0,39.0,28.0,90.0,32.0,123.0,27.0,19.0,15.0,443.36450000000013
232.0,0.0,218.0,291.0,241.0,249.0,279.0,57.0,39.0,27.0,91.0,31.0,122.0,27.0,19.0,15.0,429.7835
233.0,0.0,214.0,288.0,240.0,255.0,272.0,57.0,38.0,28.0,91.0,32.0,117.0,28.0,19.0,15.0,431.365
234.0,0.0,220.0,281.0,243.0,253.0,268.0,56.0,39.0,27.0,96.0,30.0,123.0,27.0,19.0,15.0,444.25450000000046
235.0,0.0,226.0,286.0,238.0,262.0,278.0,56.0,39.0,28.0,96.0,32.0,127.0,27.0,19.0,15.0,453.29249999999985
236.0,0.0,215.0,283.0,248.0,260.0,285.0,54.0,40.0,28.0,96.0,30.0,117.0,27.0,19.0,15.0,424.80600000000015
237.0,0.0,215.0,287.0,235.0,270.0,267.0,56.0,38.0,28.0,97.0,31.0,121.0,28.0,19.0,15.0,434.1094999999996
238.0,0.0,224.0,285.0,245.0,250.0,290.0,55.0,38.0,27.0,94.0,30.0,122.0,27.0,19.0,15.0,430.86850000000004
239.0,0.0,225.0,294.0,241.0,269.0,292.0,57.0,40.0,28.0,92.0,32.0,123.0,28.0,19.0,15.0,437.9994999999999
240.0,0.0,227.0,280.0,230.0,261.0,278.0,55.0,39.0,28.0,94.0,32.0,124.0,27.0,19.0,15.0,434.61749999999984
241.0,0.0,212.0,279.0,229.0,251.0,290.0,54.0,38.0,28.0,93.0,32.0,119.0,28.0,19.0,15.0,463.81050000000005
242.0,0.0,213.0,296.0,233.0,268.0,270.0,57.0,38.0,27.0,90.0,30.0,125.0,27.0,19.0,15.0,460.2874999999998
243.0,0.0,213.0,277.0,232.0,266.0,267.0,53.0,40.0,27.0,97.0,31.0,117.0,28.0,19.0,15.0,426.06199999999995
244.0,0.0,220.0,270.0,235.0,267.0,275.0,56.0,40.0,27.0,95.0,32.0,127.0,28.0,19.0,15.0,424.37349999999986
245.0,0.0,217.0,286.0,231.0,268.0,280.0,57.0,38.0,27.0,98.0,30.0,122.0,28.0,19.0,15.0,472.3535
246.0,0.0,226.0,292.0,249.0,264.0,272.0,57.0,38.0,28.0,92.0,32.0,122.0,27.0,19.0,15.0,425.6474999999999
247.0,0.0,218.0,291.0,233.0,270.0,291.0,54.0,39.0,27.0,94.0,30.0,126.0,28.0,19.0,15.0,437.31950000000035
248.0,0.0,213.0,277.0,238.0,252.0,286.0,55.0,40.0,28.0,90.0,31.0,118.0,28.0,19.0,15.0,428.62599999999964
249.0,0.0,218.0,278.0,234.0,251.0,273.0,57.0,40.0,27.0,92.0,32.0,127.0,27.0,19.0,15.0,418.4844999999998
250.0,0.0,216.0,288.0,249.0,265.0,282.0,54.0,40.0,28.0,94.0,31.0,117.0,27.0,19.0,15.0,428.31750000000017
251.0,0.0,229.0,291.0,244.0,270.0,282.0,54.0,40.0,27.0,96.0,31.0,119.0,28.0,19.0,15.0,448.49550000000033
252.0,0.0,217.0,290.0,231.0,260.0,276.0,55.0,40.0,27.0,95.0,31.0,125.0,27.0,19.0,15.0,441.1649999999998
253.0,0.0,210.0,289.0,233.0,251.0,280.0,56.0,39.0,27.0,95.0,32.0,123.0,28.0,19.0,15.0,403.3459999999998
254.0,0.0,221.0,291.0,247.0,258.0,279.0,55.0,39.0,27.0,92.0,32.0,119.0,27.0,19.0,15.0,434.8880000000003
255.0,0.0,221.0,296.0,232.0,248.0,290.0,55.0,39.0,28.0,90.0,32.0,125.0,27.0,19.0,15.0,439.61049999999983
256.0,0.0,221.0,280.0,235.0,263.0,288.0,56.0,39.0,27.0,96.0,31.0,120.0,28.0,19.0,15.0,423.86700000000013
257.0,0.0,230.0,272.0,246.0,252.0,277.0,56.0,40.0,28.0,95.0,32.0,120.0,28.0,19.0,15.0,426.42949999999973
258.0,0.0,212.0,282.0,249.0,256.0,267.0,56.0,38.0,27.0,90.0,31.0,121.0,28.0,19.0,15.0,428.2319999999999
259.0,0.0,219.0,290.0,241.0,260.0,275.0,53.0,38.0,28.0,90.0,30.0,126.0,27.0,19.0,15.0,439.647
260.0,0.0,212.0,278.0,232.0,249.0,286.0,55.0,38.0,28.0,95.0,30.0,127.0,28.0,19.0,15.0,436.82499999999993
261.0,0.0,228.0,272.0,240.0,261.0,277.0,56.0,38.0,28.0,95.0,30.0,125.0,28.0,19.0,15.0,432.18950000000024
262.0,0.0,217.0,276.0,249.0,254.0,272.0,57.0,40.0,27.0,95.0,30.0,122.0,27.0,19.0,15.0,422.6190000000001
263.0,0.0,210.0,278.0,231.0,255.0,279.0,54.0,38.0,27.0,97.0,32.0,118.0,27.0,19.0,15.0,422.61400000000003
264.0,0.0,211.0,288.0,245.0,271.0,270.0,56.0,40.0,28.0,92.0,30.0,118.0,27.0,19.0,15.0,426.1960000000001
265.0,0.0,227.0,277.0,250.0,262.0,291.0,55.0,39.0,28.0,96.0,31.0,122.0,28.0,19.0,15.0,432.48299999999995
266.0,0.0,227.0,279.0,239.0,271.0,289.0,54.0,38.0,28.0,92.0,32.0,117.0,28.0,19.0,15.0,464.8815000000005
267.0,0.0,213.0,289.0,233.0,250.0,275.0,54.0,39.0,27.0,91.0,32.0,124.0,27.0,19.0,15.0,438.20700000000016
268.0,0.0,228.0,288.0,244.0,263.0,292.0,53.0,40.0,27.0,92.0,31.0,127.0,27.0,19.0,15.0,445.2189999999999
269.0,0.0,223.0,274.0,243.0,253.0,288.0,53.0,39.0,27.0,98.0,32.0,120.0,27.0,19.0,15.0,436.449
270.0,0.0,222.0,275.0,230.0,264.0,289.0,55.0,38.0,27.0,93.0,32.0,125.0,28.0,19.0,15.0,436.25299999999993
271.0,0.0,220.0,292.0,238.0,266.0,268.0,55.0,40.0,28.0,90.0,32.0,127.0,28.0,19.0,15.0,444.1714999999997
272.0,0.0,216.0,271.0,247.0,267.0,278.0,55.0,38.0,28.0,97.0,32.0,124.0,28.0,19.0,15.0,457.95049999999986
273.0,0.0,217.0,296.0,243.0,270.0,275.0,55.0,39.0,27.0,97.0,30.0,119.0,28.0,19.0,15.0,415.38950000000006
274.0,0.0,217.0,291.0,249.0,258.0,268.0,53.0,40.0,28.0,95.0,31.0,127.0,27.0,19.0,15.0,429.3614999999999
275.0,0.0,214.0,284.0,236.0,253.0,267.0,57.0,40.0,28.0,96.0,32.0,121.0,27.0,19.0,15.0,403.0065000000002
276.0,0.0,214.0,273.0,242.0,259.0,281.0,57.0,38.0,27.0,96.0,32.0,124.0,28.0,19.0,15.0,444.82100000000014
277.0,0.0,228.0,275.0,234.0,257.0,286.0,53.0,40.0,28.0,95.0,31.0,127.0,27.0,19.0,15.0,437.10649999999987
278.0,0.0,229.0,272.0,232.0,268.0,280.0,56.0,38.0,28.0,98.0,32.0,121.0,27.0,19.0,15.0,448.7504999999999
279.0,0.0,227.0,288.0,247.0,250.0,282.0,55.0,38.0,27.0,93.0,31.0,124.0,28.0,19.0,15.0,472.8505
280.0,0.0,227.0,279.0,244.0,267.0,286.0,57.0,40.0,28.0,94.0,32.0,122.0,27.0,19.0,15.0,429.98150000000004
281.0,0.0,229.0,294.0,233.0,250.0,279.0,54.0,40.0,27.0,95.0,31.0,120.0,28.0,19.0,15.0,414.9225000000001
282.0,0.0,210.0,277.0,246.0,268.0,278.0,53.0,38.0,27.0,92.0,31.0,121.0,28.0,19.0,15.0,457.5350000000001
283.0,0.0,223.0,282.0,246.0,264.0,270.0,57.0,38.0,27.0,96.0,32.0,117.0,28.0,19.0,15.0,412.1244999999999
284.0,0.0,222.0,270.0,238.0,254.0,292.0,54.0,40.0,28.0,98.0,32.0,127.0,28.0,19.0,15.0,425.8379999999999
285.0,0.0,219.0,276.0,236.0,251.0,284.0,57.0,40.0,28.0,98.0,30.0,118.0,27.0,19.0,15.0,403.5405000000001
286.0,0.0,216.0,291.0,245.0,262.0,286.0,57.0,38.0,28.0,97.0,31.0,127.0,27.0,19.0,15.0,438.9055
287.0,0.0,225.0,291.0,247.0,270.0,283.0,55.0,39.0,28.0,97.0,30.0,119.0,28.0,19.0,15.0,428.7319999999997
288.0,0.0,221.0,290.0,248.0,250.0,280.0,53.0,38.0,28.0,95.0,32.0,124.0,27.0,19.0,15.0,419.9814999999998
289.0,0.0,217.0,288.0,239.0,253.0,268.0,56.0,39.0,27.0,98.0,30.0,120.0,28.0,19.0,15.0,425.3810000000002
290.0,0.0,220.0,294.0,250.0,263.0,284.0,54.0,39.0,27.0,95.0,30.0,126.0,27.0,19.0,15.0,449.06750000000017
291.0,0.0,211.0,276.0,241.0,258.0,287.0,55.0,38.0,27.0,90.0,30.0,123.0,28.0,19.0,15.0,441.19300000000015
292.0,0.0,213.0,288.0,232.0,251.0,270.0,53.0,39.0,27.0,95.0,31.0,119.0,28.0,19.0,15.0,432.6589999999998
293.0,0.0,222.0,273.0,241.0,260.0,290.0,55.0,38.0,28.0,93.0,30.0,118.0,28.0,19.0,15.0,419.70849999999996
294.0,0.0,210.0,276.0,243.0,249.0,274.0,53.0,39.0,27.0,95.0,32.0,123.0,28.0,19.0,15.0,417.8449999999997
295.0,0.0,211.0,283.0,229.0,264.0,268.0,54.0,40.0,27.0,94.0,32.0,126.0,28.0,19.0,15.0,426.82950000000017
296.0,0.0,226.0,275.0,229.0,248.0,291.0,54.0,39.0,27.0,90.0,32.0,120.0,28.0,19.0,15.0,445.2875000000001
297.0,0.0,222.0,270.0,248.0,263.0,270.0,56.0,39.0,28.0,95.0,30.0,125.0,27.0,19.0,15.0,412.09600000000006
298.0,0.0,230.0,279.0,232.0,252.0,269.0,57.0,38.0,27.0,94.0,32.0,120.0,27.0,19.0,15.0,415.3695000000002
299.0,0.0,220.0,293.0,244.0,265.0,285.0,53.0,38.0,27.0,92.0,32.0,125.0,28.0,19.0,15.0,481.1219999999999
300.0,0.0,219.0,289.0,243.0,263.0,280.0,56.0,39.0,27.0,98.0,31.0,123.0,27.0,19.0,15.0,426.0749999999996
301.0,0.0,227.0,277.0,247.0,263.0,272.0,54.0,38.0,27.0,91.0,31.0,117.0,28.0,19.0,15.0,431.6405000000003
302.0,0.0,223.0,277.0,230.0,250.0,269.0,55.0,39.0,27.0,95.0,32.0,122.0,28.0,19.0,15.0,406.39049999999986
303.0,0.0,215.0,278.0,240.0,260.0,285.0,57.0,39.0,27.0,93.0,31.0,117.0,28.0,19.0,15.0,416.64150000000024
304.0,0.0,219.0,288.0,243.0,249.0,275.0,56.0,38.0,28.0,96.0,30.0,118.0,27.0,19.0,15.0,434.5855
305.0,0.0,230.0,283.0,247.0,248.0,288.0,56.0,39.0,27.0,97.0,32.0,121.0,27.0,19.0,15.0,404.6550000000001
306.0,0.0,227.0,286.0,234.0,249.0,267.0,53.0,38.0,28.0,90.0,32.0,126.0,28.0,19.0,15.0,454.2124999999998
307.0,0.0,224.0,278.0,242.0,268.0,286.0,53.0,39.0,28.0,91.0,30.0,120.0,27.0,19.0,15.0,437.02
308.0,0.0,228.0,288.0,246.0,253.0,284.0,55.0,39.0,28.0,93.0,31.0,125.0,28.0,19.0,15.0,433.0749999999997
309.0,0.0,213.0,273.0,238.0,259.0,277.0,54.0,39.0,27.0,94.0,31.0,118.0,27.0,19.0,15.0,445.969
310.0,0.0,213.0,280.0,243.0,262.0,277.0,55.0,39.0,27.0,97.0,30.0,126.0,28.0,19.0,15.0,434.5645000000002
311.0,0.0,226.0,277.0,232.0,254.0,273.0,54.0,39.0,28.0,92.0,32.0,127.0,27.0,19.0,15.0,445.33400000000006
312.0,0.0,220.0,284.0,234.0,255.0,277.0,56.0,38.0,28.0,94.0,30.0,122.0,27.0,19.0,15.0,436.36550000000017
313.0,0.0,211.0,290.0,246.0,256.0,267.0,55.0,39.0,27.0,96.0,32.0,121.0,27.0,19.0,15.0,423.6689999999999
314.0,0.0,228.0,281.0,239.0,254.0,276.0,56.0,39.0,27.0,96.0,31.0,125.0,28.0,19.0,15.0,432.9055000000002
315.0,0.0,213.0,279.0,243.0,257.0,272.0,53.0,40.0,27.0,97.0,32.0,119.0,28.0,19.0,15.0,439.8894999999999
316.0,0.0,226.0,283.0,242.0,250.0,271.0,53.0,40.0,27.0,96.0,30.0,120.0,27.0,19.0,15.0,408.2820000000001
317.0,0.0,211.0,274.0,231.0,256.0,276.0,57.0,38.0,27.0,96.0,30.0,127.0,27.0,19.0,15.0,418.6104999999999
318.0,0.0,214.0,295.0,248.0,264.0,291.0,54.0,38.0,27.0,90.0,31.0,123.0,28.0,19.0,15.0,442.40849999999983
319.0,0.0,210.0,290.0,249.0,258.0,268.0,55.0,40.0,28.0,93.0,31.0,122.0,28.0,19.0,15.0,443.6649999999998
320.0,0.0,215.0,289.0,250.0,258.0,281.0,53.0,40.0,28.0,90.0,30.0,123.0,27.0,19.0,15.0,466.3890000000003
321.0,0.0,215.0,280.0,232.0,267.0,286.0,53.0,39.0,28.0,98.0,30.0,126.0,27.0,19.0,15.0,440.5900000000003
322.0,0.0,221.0,285.0,236.0,255.0,274.0,57.0,40.0,28.0,97.0,32.0,119.0,27.0,19.0,15.0,425.2139999999997
323.0,0.0,213.0,288.0,241.0,267.0,289.0,53.0,39.0,28.0,97.0,30.0,120.0,28.0,19.0,15.0,451.7095000000001
324.0,0.0,216.0,273.0,246.0,260.0,289.0,57.0,38.0,28.0,96.0,32.0,120.0,28.0,19.0,15.0,413.8425000000001
325.0,0.0,219.0,286.0,247.0,266.0,281.0,57.0,38.0,28.0,91.0,31.0,120.0,27.0,19.0,15.0,446.4804999999999
326.0,0.0,229.0,284.0,244.0,260.0,284.0,54.0,38.0,28.0,97.0,30.0,117.0,28.0,19.0,15.0,464.0569999999999
327.0,0.0,220.0,291.0,249.0,248.0,272.0,55.0,40.0,27.0,96.0,32.0,127.0,28.0,19.0,15.0,428.642
328.0,0.0,215.0,287.0,236.0,263.0,281.0,55.0,38.0,28.0,92.0,32.0,121.0,28.0,19.0,15.0,435.6390000000002
329.0,0.0,213.0,277.0,242.0,252.0,268.0,53.0,39.0,28.0,91.0,32.0,121.0,28.0,19.0,15.0,404.35299999999995
330.0,0.0,212.0,294.0,243.0,252.0,282.0,55.0,38.0,27.0,97.0,30.0,117.0,27.0,19.0,15.0,419.62499999999966
331.0,0.0,214.0,282.0,241.0,253.0,289.0,55.0,38.0,27.0,93.0,31.0,120.0,27.0,19.0,15.0,428.17650000000015
332.0,0.0,214.0,291.0,247.0,261.0,277.0,55.0,40.0,27.0,98.0,30.0,121.0,27.0,19.0,15.0,427.0224999999997
333.0,0.0,228.0,280.0,243.0,269.0,269.0,57.0,38.0,27.0,90.0,31.0,123.0,28.0,19.0,15.0,463.69300000000004
334.0,0.0,218.0,296.0,241.0,248.0,279.0,57.0,38.0,27.0,94.0,31.0,117.0,28.0,19.0,15.0,411.6145
335.0,0.0,210.0,279.0,246.0,264.0,279.0,55.0,39.0,27.0,92.0,31.0,122.0,28.0,19.0,15.0,421.6075
336.0,0.0,217.0,282.0,239.0,263.0,271.0,57.0,39.0,27.0,98.0,32.0,124.0,28.0,19.0,15.0,408.75299999999993
337.0,0.0,211.0,293.0,240.0,263.0,291.0,53.0,39.0,27.0,96.0,32.0,123.0,27.0,19.0,15.0,448.77300000000037
338.0,0.0,211.0,278.0,248.0,261.0,274.0,53.0,40.0,28.0,96.0,32.0,119.0,27.0,19.0,15.0,429.6769999999999
339.0,0.0,214.0,276.0,237.0,252.0,267.0,55.0,39.0,27.0,91.0,30.0,119.0,27.0,19.0,15.0,427.4504999999998
340.0,0.0,229.0,283.0,248.0,259.0,282.0,57.0,39.0,28.0,93.0,31.0,121.0,27.0,19.0,15.0,462.37899999999973
341.0,0.0,219.0,272.0,229.0,249.0,286.0,54.0,38.0,27.0,97.0,31.0,120.0,27.0,19.0,15.0,427.88750000000005
342.0,0.0,218.0,273.0,237.0,262.0,274.0,54.0,38.0,27.0,96.0,32.0,122.0,27.0,19.0,15.0,428.0650000000002
343.0,0.0,225.0,291.0,240.0,254.0,280.0,54.0,40.0,27.0,91.0,31.0,124.0,27.0,19.0,15.0,425.1959999999999
344.0,0.0,211.0,272.0,247.0,265.0,287.0,57.0,39.0,28.0,97.0,32.0,121.0,27.0,19.0,15.0,410.66049999999973
345.0,0.0,212.0,282.0,248.0,251.0,287.0,57.0,38.0,28.0,92.0,31.0,120.0,27.0,19.0,15.0,425.15500000000014
346.0,0.0,229.0,274.0,236.0,258.0,275.0,56.0,40.0,28.0,90.0,32.0,125.0,28.0,19.0,15.0,422.3045000000004
347.0,0.0,221.0,272.0,249.0,266.0,282.0,54.0,39.0,27.0,97.0,31.0,126.0,28.0,19.0,15.0,444.49200000000053
348.0,0.0,220.0,271.0,239.0,270.0,276.0,53.0,38.0,28.0,90.0,31.0,120.0,27.0,19.0,15.0,432.055
349.0,0.0,210.0,292.0,231.0,252.0,283.0,55.0,40.0,28.0,90.0,30.0,121.0,27.0,19.0,15.0,432.733
350.0,0.0,211.0,296.0,240.0,248.0,288.0,57.0,39.0,28.0,97.0,30.0,120.0,27.0,19.0,15.0,432.2135000000002
351.0,0.0,210.0,293.0,236.0,248.0,270.0,56.0,40.0,27.0,92.0,30.0,119.0,27.0,19.0,15.0,425.75600000000037
352.0,0.0,215.0,274.0,229.0,256.0,291.0,56.0,38.0,28.0,98.0,30.0,124.0,27.0,19.0,15.0,425.5770000000001
353.0,0.0,214.0,283.0,235.0,270.0,292.0,57.0,39.0,27.0,98.0,32.0,117.0,28.0,19.0,15.0,425.57550000000015
354.0,0.0,214.0,282.0,233.0,263.0,291.0,56.0,40.0,27.0,94.0,31.0,127.0,27.0,19.0,15.0,415.735
355.0,0.0,228.0,272.0,231.0,258.0,272.0,56.0,38.0,28.0,97.0,30.0,121.0,27.0,19.0,15.0,429.57600000000014
356.0,0.0,210.0,286.0,245.0,248.0,273.0,55.0,40.0,28.0,95.0,30.0,123.0,27.0,19.0,15.0,419.62800000000004
357.0,0.0,210.0,279.0,241.0,265.0,287.0,57.0,39.0,28.0,91.0,31.0,118.0,27.0,19.0,15.0,431.2839999999998
358.0,0.0,210.0,276.0,246.0,255.0,286.0,54.0,38.0,27.0,90.0,31.0,124.0,28.0,19.0,15.0,434.9709999999999
359.0,0.0,218.0,284.0,244.0,268.0,283.0,54.0,38.0,28.0,91.0,32.0,121.0,28.0,19.0,15.0,444.1669999999997
360.0,0.0,224.0,290.0,231.0,271.0,291.0,56.0,38.0,27.0,95.0,30.0,124.0,27.0,19.0,15.0,426.36
361.0,0.0,226.0,282.0,244.0,259.0,276.0,57.0,40.0,27.0,96.0,31.0,122.0,27.0,19.0,15.0,432.42000000000013
362.0,0.0,213.0,290.0,239.0,249.0,285.0,55.0,38.0,28.0,95.0,31.0,122.0,27.0,19.0,15.0,422.0279999999999
363.0,0.0,216.0,272.0,249.0,262.0,276.0,56.0,39.0,27.0,97.0,30.0,118.0,27.0,19.0,15.0,424.6004999999998
364.0,0.0,213.0,274.0,234.0,270.0,278.0,55.0,38.0,27.0,91.0,32.0,117.0,28.0,19.0,15.0,437.5275000000002
365.0,0.0,216.0,292.0,242.0,268.0,288.0,55.0,38.0,27.0,91.0,30.0,118.0,27.0,19.0,15.0,436.7800000000003
366.0,0.0,210.0,287.0,232.0,270.0,286.0,57.0,38.0,28.0,96.0,31.0,120.0,27.0,19.0,15.0,436.1630000000001
367.0,0.0,224.0,286.0,246.0,250.0,280.0,53.0,39.0,28.0,93.0,32.0,124.0,28.0,19.0,15.0,441.82499999999993
368.0,0.0,228.0,293.0,230.0,248.0,288.0,53.0,38.0,27.0,91.0,32.0,118.0,27.0,19.0,15.0,433.76800000000026
369.0,0.0,218.0,280.0,248.0,263.0,283.0,55.0,40.0,27.0,96.0,30.0,120.0,27.0,19.0,15.0,445.5364999999997
370.0,0.0,221.0,279.0,243.0,253.0,280.0,56.0,39.0,28.0,95.0,30.0,119.0,27.0,19.0,15.0,437.7170000000002
371.0,0.0,217.0,284.0,236.0,255.0,291.0,57.0,40.0,28.0,94.0,30.0,126.0,27.0,19.0,15.0,418.7279999999999
372.0,0.0,226.0,294.0,242.0,254.0,290.0,56.0,39.0,27.0,91.0,32.0,124.0,28.0,19.0,15.0,426.9954999999994
373.0,0.0,211.0,290.0,245.0,253.0,274.0,54.0,40.0,28.0,96.0,31.0,119.0,28.0,19.0,15.0,415.58150000000046
374.0,0.0,217.0,276.0,248.0,264.0,283.0,55.0,39.0,27.0,92.0,31.0,121.0,27.0,19.0,15.0,446.5140000000003
375.0,0.0,227.0,280.0,246.0,253.0,292.0,55.0,40.0,27.0,96.0,31.0,127.0,28.0,19.0,15.0,427.13400000000007
376.0,0.0,229.0,278.0,234.0,268.0,274.0,56.0,38.0,28.0,96.0,30.0,126.0,28.0,19.0,15.0,440.33299999999997
377.0,0.0,213.0,279.0,247.0,261.0,282.0,57.0,40.0,27.0,91.0,32.0,122.0,28.0,19.0,15.0,415.6280000000001
378.0,0.0,223.0,284.0,236.0,271.0,267.0,57.0,39.0,28.0,96.0,30.0,123.0,28.0,19.0,15.0,423.69300000000004
379.0,0.0,213.0,280.0,241.0,259.0,279.0,55.0,40.0,27.0,95.0,32.0,119.0,28.0,19.0,15.0,406.2200000000002
380.0,0.0,223.0,271.0,241.0,266.0,284.0,55.0,40.0,27.0,95.0,32.0,120.0,27.0,19.0,15.0,452.98599999999976
381.0,0.0,211.0,292.0,232.0,260.0,281.0,53.0,40.0,28.0,91.0,31.0,125.0,27.0,19.0,15.0,481.97300000000024
382.0,0.0,225.0,280.0,241.0,258.0,279.0,55.0,40.0,28.0,92.0,32.0,126.0,27.0,19.0,15.0,432.4099999999999
383.0,0.0,229.0,292.0,247.0,267.0,268.0,55.0,40.0,27.0,94.0,30.0,126.0,27.0,19.0,15.0,426.82200000000006
384.0,0.0,227.0,285.0,236.0,249.0,267.0,55.0,39.0,28.0,92.0,31.0,118.0,28.0,19.0,15.0,453.06000000000023
385.0,0.0,229.0,289.0,241.0,270.0,273.0,53.0,39.0,27.0,94.0,30.0,126.0,28.0,19.0,15.0,451.165
386.0,0.0,228.0,281.0,229.0,250.0,270.0,56.0,40.0,27.0,97.0,32.0,127.0,28.0,19.0,15.0,396.6794999999999
387.0,0.0,222.0,270.0,243.0,262.0,275.0,56.0,39.0,27.0,96.0,31.0,125.0,28.0,19.0,15.0,436.9760000000002
